FIPS,vaccgivenpercaptia,Hesitancy,dosewastedpercapita,vacc_complete,Census2019,vaccnum,UrbRur,demrep,demv,repv,mystate
30027,1.375022624,0.27,0.507239819,95.9,11050,5340,6,Republican,1496,4869,MT
30029,1.254339826,0.25,0.149413329,95.9,103806,45819,5,Republican,20274,38321,MT
30031,1.733077582,0.22,0.128781656,95.9,114434,69857,5,Democrate,37044,31696,MT
30033,0.508744038,0,0,95.9,1258,251,6,Republican,41,764,MT
30035,2.482440195,0.25,0.18017887,95.9,13753,12137,6,Democrate,3610,1884,MT
30037,1.294762485,0,0,95.9,821,391,4,Republican,78,414,MT
30039,1.076353951,0.23,0,95.9,3379,1284,6,Republican,638,1419,MT
30041,1.944309634,0,0,95.9,16484,11931,6,Republican,2981,3957,MT
30043,1.513051305,0.23,1.375746666,95.9,12221,6399,5,Republican,2625,5345,MT
30045,1.108121574,0,0,95.9,2007,812,6,Republican,275,1040,MT
30047,1.668067503,0.24,0.399238295,95.9,30458,17824,6,Republican,6916,9322,MT
30049,1.783903676,0.23,0.097649499,95.9,69432,43033,5,Republican,19743,21409,MT
30051,0.959777493,0.27,0.321352161,95.9,2337,808,6,Republican,249,821,MT
30053,1.049299299,0.25,0.264314314,95.9,19980,7258,6,Republican,2835,8672,MT
30055,0.551081731,0,0,95.9,1664,302,6,Republican,155,956,MT
30057,1.326162791,0.23,0.655465116,95.9,8600,3953,6,Republican,1771,4191,MT
30059,1.442534909,0,0,95.9,1862,964,6,Republican,258,833,MT
30061,1.586536275,0.24,0.381168979,95.9,4397,2458,6,Republican,686,1828,MT
30063,1.870827759,0.24,0.233745819,95.9,119600,79373,4,Democrate,43357,26347,MT
30065,0.96309087,0,0,95.9,4633,1653,6,Republican,413,2423,MT
30067,1.759544743,0.22,0.113151873,95.9,16606,10070,6,Republican,5280,6025,MT
30069,0.868583162,0,0,95.9,487,155,6,Republican,39,298,MT
30071,1.271370764,0.15,0,95.9,3954,1806,6,Republican,416,1936,MT
30073,1.550837422,0.27,0,95.9,5911,3325,6,Republican,903,2031,MT
30077,1.281567489,0,0,95.9,6890,3192,6,Republican,752,2355,MT
30079,1.08356546,0,0,95.9,1077,415,6,Republican,126,603,MT
30081,1.450372095,0.24,0.155503812,95.9,43806,22003,6,Republican,8763,19114,MT
30083,1.080348051,0.26,0.215773396,95.9,10803,4419,6,Republican,875,4800,MT
30085,2.282079244,0,0,95.9,11004,9534,6,Republican,1910,1996,MT
30087,2.373839096,0.26,0.109880273,95.9,8937,7747,6,Republican,1199,2486,MT
30089,1.104928589,0.24,0.091224304,95.9,12113,4796,6,Republican,1820,5660,MT
30091,1.43910547,0.26,0.206708976,95.9,3309,1631,6,Republican,574,1403,MT
30093,1.775254189,0,0,95.9,34915,21937,5,Democrate,10392,7745,MT
30095,1.199128811,0.22,0,95.9,9642,4155,6,Republican,1156,4462,MT
30097,1.153599144,0,0,95.9,3737,1558,6,Republican,549,1840,MT
30099,1.224174394,0.27,0,95.9,6147,2653,6,Republican,1007,2608,MT
30101,1.218538851,0.27,0.635768581,95.9,4736,2240,6,Republican,467,1596,MT
30103,1.354885057,0,0,95.9,696,344,6,Republican,78,373,MT
30105,1.342347215,0.26,0,95.9,7396,3587,6,Republican,1030,3135,MT
30107,1.016462841,0.27,0,95.9,2126,779,6,Republican,225,823,MT
30109,0.779153767,0,0,95.9,969,282,6,Republican,77,516,MT
30111,1.470824551,0.25,0.157737136,95.9,161300,85592,4,Republican,30679,50772,MT
31001,0.995571331,0.09,0.276408507,90.8,31363,13567,5,Republican,4213,10085,NE
31003,0.879087167,0.08,0.317561131,90.8,6298,2392,6,Republican,452,3093,NE
31005,2.036180974,0,0,90.8,463,93,6,Republican,21,260,NE
31007,0.819824186,0.08,0,90.8,745,248,5,Republican,43,362,NE
31009,0.930091456,0,0,90.8,465,123,6,Republican,35,280,NE
31011,1.175325425,0.08,0,90.8,5192,2600,6,Republican,499,2653,NE
31013,1.880814975,0.08,0.318278772,90.8,10783,3782,6,Republican,1051,4002,NE
31015,0.859545222,0.08,0,90.8,1919,704,6,Republican,135,1010,NE
31017,1.02571912,0.08,0,90.8,2955,1112,6,Republican,191,1470,NE
31019,0.877718299,0.09,0.370788779,90.8,49659,21571,5,Republican,6350,16640,NE
31021,1.007607152,0.08,0,90.8,6459,3878,6,Republican,1063,2580,NE
31023,1.421781437,0.09,1.374376248,90.8,8016,4209,6,Republican,873,3542,NE
31025,1.786307528,0.09,0.268096617,90.8,26248,16735,3,Republican,4737,10121,NE
31027,1.322516218,0.11,0,90.8,8402,3562,6,Republican,725,4174,NE
31029,1.238955621,0.09,0,90.8,3924,1343,6,Republican,226,1740,NE
31031,0.950957989,0.08,0,90.8,5689,2042,6,Republican,373,2844,NE
31033,1.1667789,0.08,0.328170595,90.8,8910,3903,6,Republican,855,3813,NE
31035,0.902636854,0.09,0,90.8,6203,2629,6,Republican,632,2848,NE
31037,1.263423289,0.08,0,90.8,10709,5235,6,Republican,1025,2636,NE
31039,0.945002257,0.08,0.632828397,90.8,8846,4793,6,Republican,870,3507,NE
31041,1.0824478,0.09,0.35956203,90.8,10777,4209,6,Republican,786,5090,NE
31043,1.709078198,0.08,0.489413762,90.8,20026,13459,4,Republican,2744,3926,NE
31045,0.745436404,0.08,0.441727791,90.8,8589,3483,6,Republican,1082,2931,NE
31047,1.302352193,0.09,0,90.8,23595,11980,5,Republican,2497,6524,NE
31049,0.913958268,0,0,90.8,1794,651,6,Republican,141,871,NE
31051,1.233527892,0.08,0,90.8,5636,2538,4,Republican,651,2335,NE
31053,0.942047162,0.09,0.372405306,90.8,36565,20251,5,Republican,5544,10984,NE
31055,1.930311363,0.08,0.317669216,90.8,571327,394161,3,Democrate,150350,119159,NE
31057,1.053750738,0.09,0,90.8,1693,670,6,Republican,105,883,NE
31059,0.973444402,0.07,0,90.8,5462,2913,6,Republican,693,2359,NE
31061,1.057239512,0.09,0,90.8,2979,1179,6,Republican,276,1437,NE
31063,1.101380191,0.09,1.64560335,90.8,2627,754,6,Republican,189,1229,NE
31065,1.054372869,0,0,90.8,4676,2139,6,Republican,399,2163,NE
31067,0.71746814,0.09,0.280481569,90.8,21513,10023,5,Republican,3385,7445,NE
31069,1.390665359,0.08,0,90.8,1837,848,6,Republican,161,1016,NE
31071,1.272475522,0.09,0.481970543,90.8,1969,612,6,Republican,133,933,NE
31073,1.002039097,0,0,90.8,1990,816,5,Republican,215,893,NE
31075,1.141507882,0,0,90.8,623,135,6,Republican,20,375,NE
31077,0.84732217,0.09,0,90.8,2356,971,6,Republican,229,1016,NE
31079,1.42374456,0.09,0.160432253,90.8,61353,32209,4,Republican,7681,16189,NE
31081,1.414130003,0.09,0,90.8,9324,4430,4,Republican,1118,4309,NE
31083,1.133136095,0.09,0,90.8,3380,1380,6,Republican,282,1615,NE
31085,1.323126519,0,0,90.8,922,239,6,Republican,34,494,NE
31087,1.406999518,0,0,90.8,2762,969,6,Republican,175,1264,NE
31091,0.9309174,0,0,90.8,682,293,6,Republican,59,376,NE
31093,0.724779578,0.09,0,90.8,6445,2788,4,Republican,648,2786,NE
31095,1.619926199,0.09,0.427476582,90.8,7046,3970,6,Republican,1016,2616,NE
31097,1.521593374,0.09,0,90.8,5071,2814,6,Republican,647,1518,NE
31099,1.321324095,0.09,0,90.8,6495,3123,5,Republican,701,2822,NE
31101,0.806342656,0.09,0.647373662,90.8,8034,3112,6,Republican,763,3544,NE
31103,0.879652605,0,0,90.8,806,244,6,Republican,49,476,NE
31105,1.340256258,0,0,90.8,3632,1304,6,Republican,268,1563,NE
31107,1.377820451,0,0,90.8,8332,4272,6,Republican,905,3721,NE
31109,1.948136889,0.08,0.256059419,90.8,319090,218219,3,Democrate,82293,70092,NE
31111,0.892604897,0.09,0.244887438,90.8,34914,11951,5,Republican,3692,13071,NE
31113,1.252892316,0,0,90.8,748,165,5,Republican,38,407,NE
31115,0.905120482,0,0,90.8,664,200,6,Republican,75,370,NE
31117,0.714473719,0,0,90.8,494,73,5,Republican,17,275,NE
31119,0.980325288,0.08,0.31365566,90.8,35099,16610,5,Republican,3478,11940,NE
31121,1.266537718,0.09,0,90.8,7755,3471,4,Republican,743,3419,NE
31123,0.959284791,0.08,0,90.8,4642,1688,6,Republican,386,2113,NE
31125,1.667492591,0,0,90.8,3519,1042,6,Republican,359,1437,NE
31127,1.411933448,0.09,0.375932301,90.8,6972,3587,6,Republican,921,2428,NE
31131,1.634524107,0.09,0.248501124,90.8,16012,9200,6,Republican,2490,5649,NE
31133,1.238423268,0.09,0,90.8,2613,1155,6,Republican,322,1071,NE
31137,1.285801193,0,0,90.8,9034,3725,6,Republican,752,4157,NE
31139,1.005595971,0,0,90.8,7148,2713,5,Republican,480,3462,NE
31141,0.987854069,0,0,90.8,33470,16144,5,Republican,3260,12186,NE
31143,0.868033743,0.09,0,90.8,5213,2205,6,Republican,530,2291,NE
31145,1.369890856,0,0,90.8,10724,4040,6,Republican,811,4525,NE
31147,1.51137953,0.09,0,90.8,7865,4209,6,Republican,996,3073,NE
31149,0.940834775,0,0,90.8,1357,522,6,Republican,84,744,NE
31151,1.054938634,0,0,90.8,14224,7761,6,Republican,1986,3631,NE
31153,1.879383106,0.08,0.229972863,90.8,187196,127678,3,Republican,41206,51979,NE
31155,1.502826953,0.09,0,90.8,21578,11735,3,Republican,3331,9108,NE
31157,0.825265371,0.08,0.247627604,90.8,35618,15249,5,Republican,4196,10952,NE
31159,1.41309882,0.09,0.156503124,90.8,17284,8818,3,Republican,2438,6490,NE
31161,1.265679407,0,0,90.8,5246,1782,6,Republican,340,2292,NE
31163,1.083458165,0.09,0,90.8,3001,1216,6,Republican,343,1322,NE
31165,1.322958197,0,0,90.8,1166,300,5,Republican,72,642,NE
31167,1.143708269,0,0,90.8,5920,1728,5,Republican,532,2561,NE
31169,1.090036107,0,0,90.8,5003,2430,6,Republican,624,2308,NE
31171,1.563686084,0,0,90.8,722,184,6,Republican,45,377,NE
31173,2.224390919,0.08,0,90.8,7224,5892,6,Republican,1122,1180,NE
31175,0.779632986,0,0,90.8,4158,1416,6,Republican,412,1901,NE
31177,1.629359834,0.09,0.293936032,90.8,20729,11917,3,Republican,3554,8583,NE
31179,1.034478655,0,0,90.8,9385,3985,6,Republican,1022,3055,NE
31181,0.967904426,0.09,0,90.8,3487,1366,6,Republican,335,1511,NE
31183,1.272404871,0,0,90.8,783,255,6,Republican,59,438,NE
31185,1.148939325,0.09,0.445500402,90.8,13679,7299,6,Republican,1630,5337,NE
32001,1.496206191,0.14,0.689429523,95,24909,13836,5,Republican,3051,9372,NV
32003,1.640162085,0.12,0.288487084,95,2266715,1349561,1,Democrate,521852,430930,NV
32005,1.466332686,0.12,0.492853491,95,48905,25860,5,Republican,11571,21630,NV
32007,1.169047709,0.14,0.327447042,95,52778,23232,5,Republican,4557,16741,NV
32009,1.100801833,0,0,95,873,369,6,Republican,74,400,NV
32011,0.722523411,0.14,0.613109906,95,2029,566,5,Republican,105,895,NV
32013,1.141227497,0.14,0.749509833,95,16831,7279,5,Republican,1689,5877,NV
32015,1.083333333,0,0,95,5532,2278,6,Republican,496,2198,NV
32017,1.02623963,0.14,0.259116342,95,5183,2025,6,Republican,330,2067,NV
32019,1.145366023,0.12,0.397982959,95,57510,24818,5,Republican,8473,20914,NV
32021,1.748057714,0.14,0.92208657,95,4505,2777,6,Republican,829,1423,NV
32023,1.340476753,0.14,0.258044408,95,46523,22355,5,Republican,7288,17528,NV
32027,1.008773234,0.14,0.72,95,6725,2486,6,Republican,547,1731,NV
32029,0.698277953,0.12,4.968469561,95,4123,988,3,Republican,902,1908,NV
32031,1.831404461,0.11,0.285888798,95,471519,312536,3,Democrate,128128,116760,NV
32033,1.428183716,0.14,0.298121086,95,9580,5246,6,Republican,859,3403,NV
32510,1.819085772,0,0,95,55916,37053,4,Republican,12735,16113,NV
33001,1.802179339,0.1,0.639201997,93.8,61303,37683,5,Republican,16894,20899,NH
33003,2.131159272,0.1,0.427990186,93.8,48910,35138,6,Democrate,16649,16150,NH
33005,1.729460472,0.11,0.647236643,93.8,76085,46703,5,Democrate,25506,17892,NH
33007,1.806450591,0.11,0.592624275,93.8,31563,20073,5,Republican,7640,8617,NH
33009,2.25727032,0.11,0.896224106,93.8,89886,69242,5,Democrate,33180,19905,NH
33011,1.803014208,0.1,0.525536838,93.8,417025,264030,3,Democrate,122344,104625,NH
33013,2.037162051,0.1,0.461322007,93.8,151391,105680,5,Democrate,48533,39711,NH
33015,1.936814207,0.09,0.561721799,93.8,309769,208724,2,Democrate,100064,95858,NH
33017,1.81747338,0.11,0.455122366,93.8,130633,82768,2,Democrate,41721,30489,NH
33019,1.845200019,0.11,0.480716637,93.8,43146,27573,5,Democrate,12390,11508,NH
34001,1.956225585,0.05,0.659434141,94.1,263670,183564,3,Democrate,73808,64438,NJ
34003,2.286803719,0.04,0.32695596,94.1,932202,748661,2,Democrate,285967,204417,NJ
34005,2.217541748,0.05,0.629616323,94.1,445349,345647,2,Democrate,154595,103345,NJ
34007,2.071579617,0.05,0.560426954,94.1,506471,364423,2,Democrate,175065,86207,NJ
34009,2.186931627,0.06,0.489444692,94.1,92039,71569,4,Republican,23941,33158,NJ
34011,1.584616825,0.06,0.298962729,94.1,149527,81671,4,Democrate,32742,28952,NJ
34013,2.128483369,0.05,0.366534622,94.1,798975,603417,1,Democrate,266820,75475,NJ
34015,1.875502339,0.05,0.356087726,94.1,291636,187455,2,Democrate,86702,83340,NJ
34017,2.234588208,0.05,0.329406551,94.1,672391,543421,1,Democrate,181452,65698,NJ
34019,2.180058052,0.04,0.567519759,94.1,124371,91720,2,Republican,39457,43153,NJ
34021,2.188814196,0.05,0.379353891,94.1,367430,272859,3,Democrate,122532,51641,NJ
34023,2.180135553,0.04,0.413399235,94.1,825062,626467,2,Democrate,226250,143467,NJ
34025,2.02464144,0.04,0.392257533,94.1,618795,434957,2,Republican,181291,191808,NJ
34027,2.310176987,0.04,0.366162104,94.1,491845,393776,2,Democrate,153881,141134,NJ
34029,1.607914214,0.05,0.350017952,94.1,607186,341299,2,Republican,119456,217740,NJ
34031,1.974556918,0.05,0.273419472,94.1,501826,362918,2,Democrate,129097,92009,NJ
34033,1.663284443,0.06,0.333541717,94.1,62385,35894,2,Republican,14479,18827,NJ
34035,2.323660674,0.04,0.231818541,94.1,328934,258994,2,Democrate,111173,71996,NJ
34037,1.861746199,0.05,0.33690422,94.1,140488,90675,2,Republican,34481,51698,NJ
34039,2.095029847,0.05,0.167634598,94.1,556341,411779,1,Democrate,170245,80002,NJ
34041,1.994271709,0.05,0.221550913,94.1,105267,74153,3,Republican,24901,34769,NJ
35001,2.153868015,0.07,0.288231405,97,679121,494973,3,Democrate,193757,116135,NM
35003,1.368868727,0.07,0.030620924,97,3527,1677,6,Republican,595,1698,NM
35005,1.292625551,0.09,0.218292966,97,64615,30048,5,Republican,6381,15656,NM
35006,2.149128397,0.14,0.260955951,97,26675,19801,5,Democrate,4745,3975,NM
35007,1.873461184,0.08,0.250816515,97,11941,7654,6,Republican,2611,3271,NM
35009,1.477325653,0.08,0.171855211,97,48954,27073,5,Republican,4307,10444,NM
35011,1.425629291,0.08,0.135011442,97,1748,903,6,Republican,231,656,NM
35013,2.249950732,0.07,0.150732143,97,218195,171174,4,Democrate,47957,32802,NM
35015,1.316113582,0.08,0.239120766,97,58460,28240,5,Republican,5424,17454,NM
35017,2.156270835,0.07,0.599748129,97,26998,19372,5,Democrate,7590,6553,NM
35019,2.024651163,0.08,0.156976744,97,4300,3053,6,Democrate,1234,917,NM
35021,1.8992,0.08,1.7952,97,625,386,6,Republican,179,319,NM
35023,1.70962363,0.11,0,97,4198,2528,6,Republican,823,1120,NM
35025,1.239186717,0.08,0.17295624,97,71070,32271,5,Republican,4061,16531,NM
35027,1.800224811,0.09,0.379777233,97,19572,11875,6,Republican,3194,6942,NM
35028,2.673705406,0.06,0.382570086,97,19369,16940,5,Democrate,7554,4278,NM
35029,2.204563668,0.07,0.271078493,97,23709,18402,5,Republican,3563,4408,NM
35031,2.838706965,0.14,0.039051663,97,71367,68606,5,Democrate,18029,7801,NM
35033,2.02012829,0,0,97,4521,3000,6,Democrate,1745,903,NM
35035,1.744688102,0.09,0.162216625,97,67490,42660,5,Republican,8485,14521,NM
35037,1.450866352,0.08,0.070519811,97,8253,4265,6,Republican,1170,2634,NM
35039,2.388042445,0.06,0.205159169,97,38921,31872,5,Democrate,10990,5408,NM
35041,1.121405405,0,0,97,18500,7343,5,Republican,1802,4634,NM
35043,2.228391528,0.07,0.051953008,97,146748,109675,3,Democrate,40588,34174,NM
35045,2.249471595,0.1,0.210781071,97,123958,96596,4,Republican,18083,32874,NM
35047,2.058657477,0.06,0.264471899,97,27277,18952,5,Democrate,7888,3421,NM
35049,2.616501949,0.06,0.176891153,97,150358,128290,4,Democrate,62530,18329,NM
35051,2.027244926,0.07,0.288944491,97,10791,7376,6,Republican,2265,3542,NM
35053,2.035763659,0.07,0.268978782,97,16637,11766,6,Democrate,3722,3255,NM
35055,2.551599792,0.06,0.330043089,97,32723,28049,5,Democrate,13121,3715,NM
35057,1.426169071,0.07,0.021473385,97,15461,7690,3,Republican,2344,4772,NM
35059,1.308203991,0,0,97,4059,1857,6,Republican,383,1388,NM
35061,1.775466827,0.07,0.134101815,97,76688,47207,3,Republican,14263,17364,NM
36001,2.225311451,0.06,0.8017944,97.5,305506,235294,3,Democrate,99474,51081,NY
36003,1.263218416,0.08,0.550931852,97.5,46091,21014,6,Republican,6048,14135,NY
36005,2.006852314,0.07,0.244454441,97.5,1418207,1095521,1,Democrate,355374,67740,NY
36007,1.841701315,0.07,0.332771618,97.5,190488,124206,4,Democrate,47010,43800,NY
36009,1.617391647,0.08,0.502936269,97.5,76117,43898,5,Republican,11879,22155,NY
36011,1.705338487,0.08,0.841608337,97.5,76576,46389,5,Republican,16149,19512,NY
36013,1.725680244,0.08,0.478522966,97.5,126903,77580,5,Republican,23087,34853,NY
36015,1.760340778,0.07,0.687236388,97.5,83456,52611,4,Republican,16636,21922,NY
36017,1.75446438,0.08,0.271824094,97.5,47207,29513,6,Republican,8290,13482,NY
36019,2.10964776,0.09,0.372305399,97.5,80485,59728,5,Democrate,18364,16514,NY
36021,2.199979819,0.07,0.602243487,97.5,59461,45742,5,Democrate,20386,14464,NY
36023,1.716693638,0.08,0.049578613,97.5,47581,28896,5,Republican,10369,10789,NY
36025,1.645043616,0.08,1.067270873,97.5,44135,25901,6,Republican,9143,13387,NY
36027,2.03945034,0.06,0.425578992,97.5,294218,213301,2,Democrate,81443,66872,NY
36029,2.030516969,0.06,0.473448409,97.5,918702,659233,1,Democrate,267174,197527,NY
36031,2.098332656,0.09,0.373458045,97.5,36885,27129,6,Democrate,9947,8976,NY
36033,2.025548759,0.09,0.179481028,97.5,50022,35984,5,Republican,9253,9668,NY
36035,1.54204522,0.08,0.868965776,97.5,53383,29705,5,Republican,7931,15378,NY
36037,1.685614525,0.09,0.496578212,97.5,57280,35002,5,Republican,9625,18876,NY
36039,1.815652284,0.07,0.319276087,97.5,47188,30331,6,Republican,10346,14271,NY
36041,2.435461957,0.09,1.516077899,97.5,4416,3746,6,Republican,1178,2225,NY
36043,1.700957289,0.08,1.751822437,97.5,61319,37214,3,Republican,9937,18870,NY
36045,2.141367882,0.09,0.331318171,97.5,109834,83826,4,Republican,17307,25629,NY
36047,1.985373665,0.06,0.283949431,97.5,2559903,1916551,1,Democrate,703310,202772,NY
36049,1.491101308,0.09,0.217561606,97.5,26296,13938,6,Republican,3824,8894,NY
36051,1.732253552,0.08,0.477588454,97.5,62914,38263,2,Republican,12477,18182,NY
36053,1.756191765,0.08,0.292397908,97.5,70941,44215,3,Republican,14807,18408,NY
36055,2.137434784,0.06,0.421447349,97.5,741770,552425,1,Democrate,225746,145661,NY
36057,1.918327543,0.08,0.162450986,97.5,49221,33755,5,Republican,7977,12745,NY
36059,2.329705275,0.05,0.421330893,97.5,1356924,1158054,2,Democrate,396504,326716,NY
36061,2.575297813,0.05,0.327628805,97.5,1628706,1470005,1,Democrate,603040,85185,NY
36063,1.890878771,0.07,0.533435907,97.5,209281,142205,2,Republican,46029,56068,NY
36065,1.807037184,0.07,0.128910094,97.5,228671,147256,3,Republican,41567,57180,NY
36067,2.149144026,0.07,0.304817514,97.5,460528,347481,3,Democrate,138894,90619,NY
36069,2.020787597,0.07,0.503693852,97.5,109777,76899,2,Republican,29025,29039,NY
36071,1.819036733,0.07,0.332030966,97.5,384940,258441,2,Republican,84684,84996,NY
36073,1.532365186,0.09,0.106487906,97.5,40352,22701,2,Republican,5587,12126,NY
36075,1.726998736,0.08,0.075885386,97.5,117124,71201,3,Republican,21143,32138,NY
36077,1.844519523,0.07,0.386768191,97.5,59493,37600,5,Republican,12975,14382,NY
36079,2.119721318,0.06,0.341395443,97.5,98320,75208,2,Republican,24953,29283,NY
36081,2.386247048,0.05,0.240539555,97.5,2253858,2016178,1,Democrate,569038,212665,NY
36083,2.068242247,0.07,0.490599443,97.5,158714,115022,3,Democrate,40969,36500,NY
36085,1.997742275,0.06,0.272353054,97.5,476143,361299,1,Republican,90997,123320,NY
36087,1.786459948,0.07,0.292677162,97.5,325789,217118,2,Democrate,75802,73186,NY
36089,1.754612957,0.09,0.26082235,97.5,107740,67004,5,Republican,19361,24608,NY
36091,2.354084824,0.06,0.352035778,97.5,229863,187170,3,Democrate,68471,61305,NY
36093,2.169807919,0.07,0.09835865,97.5,155299,116567,3,Democrate,42465,30741,NY
36095,1.639730314,0,0,97.5,30999,18029,3,Republican,5345,9903,NY
36097,1.806761386,0.08,0.508339417,97.5,17807,11433,6,Republican,3903,5621,NY
36099,1.566939087,0.08,0.225834901,97.5,34016,18656,5,Republican,6914,8329,NY
36101,1.725830634,0.08,0.093762778,97.5,95379,59615,5,Republican,15790,29474,NY
36103,2.11975747,0.06,0.357574592,97.5,1476601,1152449,2,Republican,381021,381253,NY
36105,1.710812387,0.07,0.168588928,97.5,75432,47320,6,Republican,15489,18665,NY
36107,1.753604547,0.08,0.110739995,97.5,48203,30193,4,Republican,9634,14791,NY
36109,2.383245253,0.06,0.294568409,97.5,102180,84193,4,Democrate,33619,11096,NY
36111,2.162029137,0.07,0.872705873,97.5,177573,133381,4,Democrate,57970,37590,NY
36113,2.297447767,0.07,0.822188165,97.5,63944,50850,4,Republican,17642,17699,NY
36115,1.945559114,0.07,0.167897523,97.5,61204,42038,4,Republican,11565,15941,NY
36117,1.824807046,0.08,0.064125092,97.5,89918,57539,2,Republican,17456,26204,NY
36119,2.385600709,0.05,0.305628079,97.5,967506,828450,2,Democrate,312371,144713,NY
36121,1.469153767,0.08,0.098396849,97.5,39859,21039,6,Republican,5073,13898,NY
36123,1.573274997,0.07,0.450286999,97.5,24913,13571,2,Republican,4219,6208,NY
37001,1.702735548,0.13,0.484847412,96.8,169509,107744,4,Republican,38825,46056,NC
37003,1.31162493,0.15,1.61546257,96.8,37497,18153,3,Republican,4145,15888,NC
37005,1.76169525,0.14,1.097692377,96.8,11137,7130,6,Republican,1486,4527,NC
37007,1.279227686,0.15,0.334451444,96.8,24446,11769,6,Democrate,5789,5321,NC
37009,1.644046613,0.14,0.471565636,96.8,27203,15824,6,Republican,4164,11451,NC
37011,1.60380475,0.14,3.071652332,96.8,17557,10145,6,Republican,2191,7172,NC
37013,1.609439503,0.13,1.775716049,96.8,46994,27262,5,Republican,9633,16437,NC
37015,1.471948066,0.13,1.083021059,96.8,18947,10224,6,Democrate,5939,3817,NC
37017,1.688466475,0.15,1.117077196,96.8,32722,21295,6,Republican,7326,9676,NC
37019,1.958206134,0.11,0.687711805,96.8,142820,99256,3,Republican,33310,55850,NC
37021,2.076407686,0.12,1.148527323,96.8,261191,191534,3,Democrate,96515,62412,NC
37023,1.327490744,0.14,0.570636017,96.8,90485,45563,3,Republican,13118,31019,NC
37025,1.639131821,0.13,1.239243623,96.8,216453,132534,2,Republican,52162,63237,NC
37027,1.318771447,0.15,0.089646864,96.8,82178,40747,3,Republican,10245,32119,NC
37029,1.730468391,0.13,2.231250575,96.8,10867,7087,5,Republican,1537,4312,NC
37031,1.853799318,0.13,0.641241921,96.8,69473,48343,5,Republican,12093,30028,NC
37033,1.423686073,0.15,0.5621129,96.8,22604,11700,6,Republican,4860,7089,NC
37035,1.56462197,0.13,0.344723631,96.8,159551,95348,3,Republican,25689,56588,NC
37037,1.932294884,0.12,3.206606687,96.8,74470,51895,3,Democrate,26787,21186,NC
37039,1.630329931,0.14,0.439955264,96.8,28612,17303,6,Republican,3583,12628,NC
37041,1.664419422,0.13,1.13677114,96.8,13943,8387,6,Republican,3247,4471,NC
37043,1.567180126,0.14,1.961445998,96.8,11231,6530,6,Republican,1699,5112,NC
37045,1.417246062,0.14,0.433826457,96.8,97947,51838,5,Republican,16955,33798,NC
37047,1.228417525,0.15,0.460942567,96.8,55508,25877,6,Republican,9446,16832,NC
37049,1.773573268,0.13,0.452246448,96.8,102139,67122,4,Republican,21148,31032,NC
37051,1.679576405,0.15,0.35385936,96.8,335509,214211,3,Democrate,84469,60032,NC
37053,1.705039081,0.13,0.25710478,96.8,27763,17579,2,Republican,4195,11657,NC
37055,2.198843525,0.13,0.719311519,96.8,37009,30155,5,Republican,9936,13938,NC
37057,1.354963039,0.14,0.897457774,96.8,167609,84791,3,Republican,22636,64658,NC
37059,1.673785184,0.14,0.650282407,96.8,42846,26420,3,Republican,6713,18228,NC
37061,1.236121278,0.14,0.527842563,96.8,58741,27540,6,Republican,8767,13793,NC
37063,2.212297193,0.11,0.664419823,96.8,321488,252055,3,Democrate,144688,32459,NC
37065,1.363498601,0.14,0.8025917,96.8,51472,26155,4,Democrate,16089,9206,NC
37067,1.841190704,0.13,0.429655109,96.8,382295,260803,3,Democrate,113033,85064,NC
37069,1.54023104,0.13,0.770452752,96.8,69685,39155,2,Republican,15879,20901,NC
37071,1.438468973,0.14,0.492542166,96.8,224529,121352,2,Republican,40959,73033,NC
37073,1.503027158,0.13,0.243988929,96.8,11562,6398,2,Republican,2546,3367,NC
37075,1.386091695,0.14,0.539391067,96.8,8441,4417,6,Republican,905,3710,NC
37077,1.788710024,0.15,0.484820409,96.8,60443,40111,5,Republican,14565,16647,NC
37079,1.734633822,0.14,2.450567184,96.8,21069,13773,6,Republican,3832,4874,NC
37081,1.809164256,0.12,0.382859185,96.8,537174,365637,3,Democrate,173086,107294,NC
37083,1.544811038,0.15,0.593741252,96.8,50010,28047,5,Democrate,15545,10080,NC
37085,1.179347826,0.15,0.431164323,96.8,135976,60422,5,Republican,22093,35177,NC
37087,1.730073656,0.14,0.436798947,96.8,62317,38755,3,Republican,13144,22834,NC
37089,1.773942444,0.12,0.051730158,96.8,117417,74227,3,Republican,27211,40032,NC
37091,1.393504245,0.15,0.129872872,96.8,23677,11916,6,Democrate,7097,3479,NC
37093,1.155538255,0.15,0.596715791,96.8,55234,23655,3,Democrate,11804,9453,NC
37095,1.911079603,0.13,0.705894268,96.8,4937,3390,6,Republican,1046,1418,NC
37097,1.508195549,0.13,0.229326865,96.8,181806,103440,2,Republican,33888,67010,NC
37099,1.600823888,0.14,0.179571214,96.8,43938,25704,5,Republican,9591,11356,NC
37101,1.498726945,0.13,0.878231003,96.8,209339,117063,2,Republican,41257,68353,NC
37103,1.597727997,0.15,2.883533284,96.8,9419,5438,4,Republican,2197,3280,NC
37105,1.650900792,0,0,96.8,61779,37644,5,Republican,12143,16469,NC
37107,1.558276287,0,0,96.8,55949,32317,5,Republican,13605,14590,NC
37109,1.36264821,0,0,96.8,86111,44869,2,Republican,13274,36341,NC
37111,1.477598566,0.14,0.270084798,96.8,45756,25415,5,Republican,5832,16883,NC
