FIPS,vaccgivenpercaptia,Hesitancy,dosewastedpercapita,vacc_complete,Census2019,vaccnum,UrbRur,demrep,demv,repv,mystate
18059,1.884006243,0.13,0.590215945,98.6,78168,54909,2,Republican,12895,28996,IN
18061,1.439985191,0.13,0.023571517,98.6,40515,21473,2,Republican,5343,14565,IN
18063,2.023697823,0.11,0.506015466,98.6,170311,128143,2,Republican,32604,53802,IN
18065,1.452305512,0.14,0.247081631,98.6,47972,25971,5,Republican,5544,15043,IN
18067,1.328297635,0.14,0.196489145,98.6,82544,40815,4,Republican,13303,26449,IN
18069,1.39356517,0.14,0.30958379,98.6,36520,19049,5,Republican,4255,13147,IN
18071,1.472247971,0.11,0.053152766,98.6,44231,24533,5,Republican,4302,14555,IN
18073,1.327483463,0.13,0.486979322,98.6,33562,16641,2,Republican,3798,11383,IN
18075,1.118271677,0.14,0.779702486,98.6,20436,8250,6,Republican,1926,6361,IN
18077,1.583323016,0.14,0.815525566,98.6,32308,18768,5,Republican,4731,9663,IN
18079,1.126194339,0.14,0.323742564,98.6,27735,11743,5,Republican,2523,9490,IN
18081,1.659954352,0.12,0.444934784,98.6,158167,96946,2,Republican,24736,51219,IN
18083,1.357162376,0.13,0.28941903,98.6,36594,18608,5,Republican,4067,11655,IN
18085,1.11505739,0.13,0.336802759,98.6,79456,33493,5,Republican,8364,26499,IN
18087,0.615792397,0.15,0.275811582,98.6,39614,9186,6,Republican,2355,8110,IN
18089,1.604702848,0.11,0.403915195,98.6,485493,287955,2,Democrate,124870,91760,IN
18091,1.577533489,0.14,0.371678436,98.6,109888,64071,4,Republican,22427,25997,IN
18093,1.377033282,0.14,0.455455147,98.6,45370,23213,5,Republican,4961,15601,IN
18095,1.48232216,0.14,0.213554168,98.6,129569,70677,2,Republican,19524,31215,IN
18097,1.602623727,0.12,0.267994841,98.6,964582,569473,1,Democrate,247772,134175,IN
18099,1.26449479,0.13,0.431384842,98.6,46258,21483,5,Republican,5712,13844,IN
18101,1.222818137,0.14,0.188200878,98.6,10255,4775,6,Republican,1011,4029,IN
18103,1.096407253,0.14,0.253801104,98.6,35516,14929,5,Republican,3235,10925,IN
18105,1.69277981,0.11,0.081330719,98.6,148431,90610,4,Democrate,39861,22071,IN
18107,1.266341489,0,0,98.6,38338,18226,5,Republican,4213,12659,IN
18109,1.502347884,0.13,0.03725404,98.6,70489,39582,2,Republican,7781,27512,IN
18111,0.895737986,0.13,0.526673341,98.6,13984,4688,2,Republican,1509,4942,IN
18113,1.067589645,0.15,0.064028988,98.6,47744,19058,5,Republican,4660,14195,IN
18115,2.160510638,0.13,0.378893617,98.6,5875,4588,2,Republican,750,2392,IN
18117,1.556805457,0.14,0.553598697,98.6,19646,11333,6,Republican,2224,6432,IN
18119,1.191980384,0,0,98.6,20799,9144,4,Republican,2420,7286,IN
18121,1.093582098,0.14,0.989077168,98.6,16937,7029,6,Republican,1503,5398,IN
18123,1.637644113,0.13,0.622567687,98.6,19169,11295,6,Republican,3203,5345,IN
18125,1.617241101,0.13,0.267898943,98.6,12389,7397,5,Republican,1415,4692,IN
18127,1.626619089,0.11,0.03898139,98.6,170389,101156,2,Republican,39746,45008,IN
18129,1.34160538,0.11,0.978487435,98.6,25427,12469,3,Republican,3811,9206,IN
18131,1.28681292,0.13,0.498259532,98.6,12353,5786,6,Republican,1463,4246,IN
18133,1.176708537,0.13,0.055381094,98.6,37576,16609,2,Republican,3946,12278,IN
18135,1.319399959,0.14,0.222177174,98.6,24665,11705,6,Republican,2513,8312,IN
18137,1.350444852,0.13,0.193404886,98.6,28324,14155,6,Republican,2774,11261,IN
18139,1.319462035,0.14,0.936553887,98.6,16581,8037,6,Republican,1754,6035,IN
18141,1.667441672,0.12,0.573190203,98.6,271826,165246,3,Democrate,59896,53164,IN
18143,1.224563314,0,0,98.6,23873,10842,2,Republican,2698,7328,IN
18145,1.619709808,0,0,98.6,44729,27092,2,Republican,5023,14568,IN
18147,1.263599152,0.13,1.079893475,98.6,20277,9379,6,Republican,3213,7357,IN
18149,1.033746467,0.13,0.343770385,98.6,22995,8872,6,Republican,2650,7466,IN
18151,1.358819448,0.15,0.367433659,98.6,34594,16973,5,Republican,4513,11327,IN
18153,1.365958682,0.14,0.244617543,98.6,20669,10636,4,Republican,2153,6691,IN
18155,0.872849037,0,0,98.6,10751,3449,6,Republican,964,3133,IN
18157,1.619648295,0.11,0.311124395,98.6,195732,116449,4,Democrate,35017,34581,IN
18159,1.258383945,0,0,98.6,15148,7096,6,Republican,1834,6110,IN
18161,1.426566487,0,0,98.6,7054,3713,2,Republican,736,2688,IN
18163,1.633807474,0.13,0.335523089,98.6,181451,108446,3,Republican,34415,41844,IN
18165,1.314621241,0.14,0.848625629,98.6,15498,7547,4,Republican,2145,5184,IN
18167,1.398082924,0.14,0.259141613,98.6,107038,55565,4,Republican,18123,24545,IN
18169,1.153084269,0,0,98.6,30996,13257,5,Republican,3494,10762,IN
18171,1.279975802,0,0,98.6,8265,3922,6,Republican,974,3401,IN
18173,1.786199562,0.11,0.266087812,98.6,62998,40883,3,Republican,11923,21326,IN
18175,1.105043515,0.13,0.33885005,98.6,28036,11658,2,Republican,2784,9114,IN
18177,1.425824176,0.14,0.58856475,98.6,65884,34273,5,Republican,9524,17567,IN
18179,1.157796155,0,0,98.6,28296,12210,3,Republican,2928,10855,IN
18181,1.52493569,0,0,98.6,24102,13611,6,Republican,3032,7957,IN
18183,1.298433636,0,0,98.6,33964,16492,3,Republican,4234,12862,IN
19001,1.461828859,0.14,2.79082774,97.4,7152,3594,6,Republican,1198,2917,IA
19003,1.648250972,0.14,0.811215991,97.4,3602,2058,6,Republican,590,1530,IA
19005,1.586907284,0.13,1,97.4,13687,7558,6,Republican,2576,4735,IA
19007,1.374698213,0.14,0.865121519,97.4,12426,6024,6,Republican,1891,4512,IA
19009,1.70360262,0.14,2.106441048,97.4,5496,3273,6,Republican,1071,2295,IA
19011,1.693117567,0.13,1.458958861,97.4,25645,15472,3,Republican,5160,9188,IA
19013,1.753269119,0.12,0.50679733,97.4,131228,81308,4,Democrate,35647,29640,IA
19015,1.878059007,0.12,0.722040101,97.4,26234,17303,5,Republican,6303,8695,IA
19017,1.772564041,0.13,0.940228234,97.4,25062,15359,4,Republican,5958,8294,IA
19019,1.564769776,0.12,0.814970484,97.4,21175,11601,6,Republican,4169,6420,IA
19021,1.880326198,0.12,0.680479103,97.4,19620,13860,5,Republican,2961,5056,IA
19023,1.67102985,0.13,0.214488538,97.4,14439,8438,6,Republican,2424,5542,IA
19025,1.72807199,0.12,0.097848573,97.4,9668,5867,6,Republican,1470,3689,IA
19027,1.761021572,0.12,0.8532606,97.4,20165,12670,6,Republican,3454,7737,IA
19029,1.705749455,0,0,97.4,12836,7614,6,Republican,2201,4969,IA
19031,1.758415204,0.13,0.645353519,97.4,18627,11432,6,Republican,4337,6161,IA
19033,1.84393404,0.12,0.893191991,97.4,42450,27474,5,Republican,10941,12442,IA
19035,1.529951046,0.12,0.724610592,97.4,11235,6088,6,Republican,1936,4495,IA
19037,1.581161485,0.13,0.984664376,97.4,11933,6685,6,Republican,2233,4308,IA
19039,1.558169239,0.14,1.017988292,97.4,9395,5257,6,Republican,1466,3144,IA
19041,1.504682817,0.12,0.532842158,97.4,16016,8516,5,Republican,2662,6137,IA
19043,1.391874181,0.13,0.436321158,97.4,17549,8602,6,Republican,3340,6106,IA
19045,1.56744707,0.13,0.47879558,97.4,46429,25965,5,Republican,10812,13361,IA
19047,1.499227111,0.12,0.590130797,97.4,16820,9298,6,Republican,2220,4854,IA
19049,1.928177801,0.1,0.711983564,97.4,93453,64219,3,Republican,26879,27987,IA
19051,1.052555556,0.14,0.158555556,97.4,9000,3386,5,Republican,1013,3032,IA
19053,1.223379924,0.14,0.341677255,97.4,7870,3320,6,Republican,1120,2615,IA
19055,1.577038387,0.12,0.715713362,97.4,17011,9490,6,Republican,3157,6666,IA
19057,1.490928221,0.13,0.441065517,97.4,38967,20577,5,Republican,8893,10592,IA
19059,1.73363078,0.12,0.554119828,97.4,17258,10466,5,Republican,3661,7438,IA
19061,1.88209966,0.12,0.444420466,97.4,97311,64243,4,Republican,25657,27214,IA
19063,1.496959166,0.12,0,97.4,9208,4951,6,Republican,1520,3265,IA
19065,1.614402036,0.13,0.319491094,97.4,19650,10917,6,Republican,3835,6145,IA
19067,1.558432426,0.12,0.196394323,97.4,15642,8472,6,Republican,3172,4732,IA
19069,1.546176763,0.13,0.857696127,97.4,10070,5606,6,Republican,1626,3422,IA
19071,1.527586207,0.13,0.913649425,97.4,6960,3791,6,Republican,1080,2711,IA
19073,1.716134113,0.12,0.646377138,97.4,8888,5292,6,Republican,1769,3223,IA
19075,1.810824068,0.13,0.970814258,97.4,12232,7755,4,Republican,2206,4929,IA
19077,1.699504163,0.14,0.442510993,97.4,10689,6362,3,Republican,1985,4272,IA
19079,1.842956745,0.13,0.244161646,97.4,14773,9584,6,Republican,2843,4956,IA
19081,1.437535278,0.12,0.788146754,97.4,10630,5404,6,Republican,1683,4390,IA
19083,1.612074083,0,0,97.4,16846,9569,6,Republican,2976,5850,IA
19085,1.464588227,0.13,0.098014094,97.4,14049,7482,3,Republican,2440,5569,IA
19087,1.567805954,0.13,0.672496743,97.4,19954,11098,6,Republican,3275,6507,IA
19089,1.550775278,0.13,0.363398122,97.4,9158,4868,6,Republican,1772,3127,IA
19091,1.427495292,0.13,0.248378322,97.4,9558,4873,6,Republican,1442,3819,IA
19093,1.4,0.12,0.187317784,97.4,6860,3417,6,Republican,917,2880,IA
19095,1.789730598,0.13,0.283428077,97.4,16184,10319,6,Republican,3547,6009,IA
19097,1.553989403,0,0,97.4,19439,10496,6,Republican,4029,6940,IA
19099,1.700121017,0.12,0.682318139,97.4,37185,22171,5,Republican,7737,12084,IA
19101,1.411915824,0.14,0.534572288,97.4,18295,9051,5,Republican,4319,4443,IA
19103,2.193204976,0.1,0.419935159,97.4,151140,114118,4,Democrate,59177,22925,IA
19105,1.71297326,0.13,0.240413906,97.4,20681,12316,3,Republican,4213,6572,IA
19107,1.325200078,0.14,1.885223502,97.4,10246,4864,6,Republican,1414,3797,IA
19109,1.507324647,0.12,0.402619321,97.4,14813,7836,6,Republican,2696,6275,IA
19111,1.465371245,0.13,0.40529459,97.4,33657,17673,5,Republican,6541,9773,IA
19113,1.975170485,0.12,0.418819969,97.4,226706,154924,3,Democrate,70874,53364,IA
19115,1.489261441,0.13,1.106841867,97.4,11035,5990,6,Republican,1726,3500,IA
19117,1.344069767,0.14,1.549418605,97.4,8600,3973,6,Republican,1284,3287,IA
19119,1.194385368,0.12,1.208166738,97.4,11755,5089,6,Republican,1067,5707,IA
19121,1.566532011,0.12,0.471232709,97.4,16338,8997,3,Republican,3134,6507,IA
19123,1.270739986,0.14,0.578547183,97.4,22095,10011,5,Republican,2894,8297,IA
19125,1.52181758,0.12,0.336901934,97.4,33253,18004,6,Republican,6178,12663,IA
19127,1.939978155,0.13,0.441438695,97.4,39369,26726,5,Republican,8176,9571,IA
19129,1.645376928,0.13,1.817658349,97.4,15109,8854,3,Republican,2508,5585,IA
19131,1.456357453,0.12,0.197336104,97.4,10586,5262,6,Republican,2053,3677,IA
19133,1.542774231,0.12,0.28903076,97.4,8615,4766,6,Republican,1407,3248,IA
19135,1.329959777,0.14,0.568444271,97.4,7707,3629,6,Republican,1078,2975,IA
19137,1.682061107,0.13,1.006756075,97.4,9917,5795,6,Republican,1583,3659,IA
19139,1.726514157,0,0,97.4,42664,26558,5,Republican,9372,10823,IA
19141,1.43932233,0.12,0.076274267,97.4,13753,7059,6,Republican,1569,5861,IA
19143,1.263343404,0,0,97.4,5958,2748,6,Republican,601,2690,IA
19145,1.546501622,0.13,0.266896141,97.4,15107,8241,6,Republican,2086,5319,IA
19147,1.470290344,0.12,0.5729237,97.4,8886,4618,6,Republican,1519,3370,IA
19149,1.463915478,0.13,0.644635977,97.4,25177,13511,4,Republican,3494,10492,IA
19151,1.503399305,0.12,0.064360175,97.4,6619,3531,6,Republican,933,2826,IA
19153,1.966688496,0.11,0.381368571,97.4,490161,341189,3,Democrate,146250,106800,IA
19155,1.672703474,0.13,0.217164131,97.4,93206,55644,3,Republican,18575,26247,IA
19157,1.769725465,0.13,0.040423692,97.4,18504,11173,6,Republican,4306,5657,IA
19159,1.674295055,0.14,0.879239886,97.4,4894,2634,6,Republican,709,1968,IA
19161,1.527723485,0.12,0.085793643,97.4,9721,5233,6,Republican,1389,4061,IA
19163,1.789497118,0.12,0.441532759,97.4,172943,109649,3,Democrate,46926,43683,IA
19165,1.731971364,0.13,0.81884058,97.4,11454,6936,6,Republican,1959,4697,IA
19167,1.119982786,0.12,0.206139722,97.4,34855,14871,6,Republican,3019,15680,IA
19169,1.870033053,0.12,0.366382817,97.4,97117,62976,4,Democrate,29175,20340,IA
19171,1.809303429,0.13,0.111605554,97.4,16854,10786,6,Republican,3577,5303,IA
19173,1.387191635,0,0,97.4,6121,2935,6,Republican,746,2463,IA
19175,1.503145168,0,0,97.4,12241,6422,6,Republican,2061,4010,IA
19177,1.199318569,0.14,0.161697899,97.4,7044,3011,6,Republican,875,2859,IA
19179,1.402099002,0,0,97.4,34969,18034,5,Republican,5821,9516,IA
19181,1.735398127,0.12,0.306590759,97.4,51466,31501,3,Republican,12574,17782,IA
19183,1.648850444,0.14,0.409697246,97.4,21965,12769,4,Republican,4561,6971,IA
19185,1.219220618,0,0,97.4,6441,2763,6,Republican,727,2338,IA
19187,1.65299131,0.13,0.583333333,97.4,35904,21107,5,Republican,6613,10938,IA
19189,1.504829052,0.12,0.105273324,97.4,10354,5540,6,Republican,2135,3707,IA
19191,1.91431144,0,0,97.4,19991,12828,6,Republican,5617,6235,IA
19193,1.568031268,0.13,0.410311618,97.4,103107,60198,4,Republican,18704,25736,IA
19195,1.517409565,0,0,97.4,7381,3888,5,Republican,1596,2738,IA
19197,1.673539245,0.13,0.280767394,97.4,12562,7381,6,Republican,1996,4136,IA
20001,1.346592287,0.16,0.973805481,93.8,12369,5968,6,Republican,1559,4155,KS
20003,1.267498091,0.16,0.337235938,93.8,7858,3510,6,Republican,765,2874,KS
20005,1.348472594,0.16,1.100852361,93.8,16073,7779,5,Republican,2314,4826,KS
20007,1.31804834,0.16,0.175513892,93.8,4427,2151,6,Republican,284,1992,KS
20009,1.22091625,0.16,0.840335157,93.8,25779,11519,5,Republican,2302,8480,KS
20011,1.07038668,0.16,0.618274391,93.8,14534,5518,6,Republican,1505,4910,KS
20013,1.745294856,0.15,0.853199498,93.8,9564,6011,6,Republican,1088,3206,KS
20015,1.370462256,0.14,0.545007547,93.8,66911,33864,3,Republican,9003,22250,KS
20017,1.351586103,0.14,5.492824773,93.8,2648,1270,6,Republican,341,1114,KS
20019,1.185846154,0.14,0.605230769,93.8,3250,1379,6,Republican,212,1397,KS
20021,1.285621144,0.17,1.184312152,93.8,19939,9547,6,Republican,2163,6622,KS
20023,1.275498683,0.15,0.09145653,93.8,2657,1237,6,Republican,220,1158,KS
20025,1.292878636,0.15,0.438314945,93.8,1994,950,6,Republican,143,885,KS
20027,1.736065984,0.15,1.005248688,93.8,8002,5025,6,Republican,883,3129,KS
20029,1.351809697,0.15,0.536535397,93.8,8786,4326,6,Republican,893,3182,KS
20031,1.50055019,0.14,0.137669642,93.8,8179,4463,6,Republican,928,3407,KS
20033,1.311176471,0.16,0.441176471,93.8,1700,792,6,Republican,126,745,KS
20035,1.373496047,0.15,0.46313166,93.8,34908,17483,5,Republican,4171,9442,KS
20037,1.337395023,0.17,0.009995363,93.8,38818,18824,5,Republican,6179,10045,KS
20039,1.157056951,0.15,0.964626813,93.8,2827,1173,6,Republican,208,1232,KS
20041,1.619462796,0.15,1.202642695,93.8,18466,11048,6,Republican,2040,7045,KS
20043,1.310657895,0.16,0.103026316,93.8,7600,3784,4,Republican,678,2949,KS
20045,1.880008834,0.14,0.496421531,93.8,122259,79229,4,Democrate,39436,16737,KS
20047,1.341672623,0.16,0.599714081,93.8,2798,1387,6,Republican,267,1127,KS
20049,0.975494071,0,0,93.8,2530,891,6,Republican,191,1130,KS
20051,1.397226211,0.15,0.391587574,93.8,28553,14813,5,Republican,3633,9569,KS
20053,1.57784333,0.15,0.140117994,93.8,6102,3536,6,Republican,646,2106,KS
20055,1.357117394,0.15,0.86066855,93.8,36467,18941,5,Republican,4155,7079,KS
20057,1.242809126,0.15,0.422885868,93.8,33619,16041,5,Republican,2926,5763,KS
20059,1.486611337,0.16,0.262683996,93.8,25544,13708,5,Republican,3623,8326,KS
20061,2.562993369,0.16,0.491379855,93.8,31670,31920,5,Republican,3825,5193,KS
20063,1.377086495,0.15,0.363808801,93.8,2636,1291,6,Republican,163,1256,KS
20065,1.409750201,0.15,0.825946817,93.8,2482,1249,6,Republican,222,1052,KS
20067,1.273426573,0.15,0.473006993,93.8,7150,3488,6,Republican,497,1910,KS
20069,1.271710087,0.15,0.067969272,93.8,5988,2813,6,Republican,337,1871,KS
20071,1.416396104,0.15,0.617694805,93.8,1232,650,6,Republican,77,537,KS
20073,1.383650953,0,0,93.8,5982,3061,6,Republican,562,2404,KS
20075,1.101220953,0.15,0,93.8,2539,1074,6,Republican,134,684,KS
20077,1.321559971,0.16,0.168138337,93.8,5436,2722,6,Republican,453,2128,KS
20079,1.385256615,0.14,0.060501322,93.8,34429,16820,3,Republican,6652,10015,KS
20081,1.075856855,0.15,0.275453629,93.8,3968,1603,6,Republican,261,1103,KS
20083,1.238015608,0.15,0.099777035,93.8,1794,837,6,Republican,151,866,KS
20085,1.778832283,0.15,0.44833346,93.8,13171,8679,4,Republican,1852,4435,KS
20087,1.567452607,0.16,0.073307777,93.8,19043,10662,4,Republican,3106,6193,KS
20089,1.348384856,0.15,0.08718305,93.8,2879,1366,6,Republican,211,1369,KS
20091,2.260447775,0.12,0.354828428,93.8,602401,485499,2,Democrate,184259,155631,KS
20093,1.459614382,0,0,93.8,3838,2127,5,Republican,255,1134,KS
20095,1.333193512,0.16,0.315715884,93.8,7152,3473,3,Republican,745,3102,KS
20097,1.44040404,0,0,93.8,2475,1304,6,Republican,153,957,KS
20099,1.389540218,0.17,0.747731675,93.8,19618,10010,5,Republican,2607,5639,KS
20101,1.199348534,0,0,93.8,1535,667,6,Republican,114,757,KS
20103,1.69174882,0.16,0.37105849,93.8,81758,50299,2,Republican,13753,21378,KS
20105,1.266374072,0.15,0.084064821,93.8,2962,1326,6,Republican,266,1273,KS
20107,1.025662166,0.16,0.215706483,93.8,9703,3557,2,Republican,863,3940,KS
20109,1.303507516,0.15,0.096277738,93.8,2794,1335,6,Republican,185,1231,KS
20111,1.622623889,0.14,0.017864136,93.8,33195,19640,5,Republican,5878,7381,KS
20113,1.588255904,0.15,0.244867213,93.8,28542,16281,5,Republican,3977,9562,KS
20115,1.444463144,0.14,0.147004376,93.8,11884,6058,6,Republican,1463,4377,KS
20117,1.83620068,0.15,0.44782116,93.8,9707,6385,6,Republican,1239,3662,KS
20119,1.124721051,0.15,0.207289859,93.8,4033,1721,6,Republican,261,1508,KS
20121,1.372287292,0.16,0.234862868,93.8,34237,16947,2,Republican,5133,12116,KS
20123,1.517645091,0,0,93.8,5979,3233,6,Republican,547,2454,KS
20125,1.286499733,0.17,0.159540042,93.8,31829,15037,5,Republican,3147,9768,KS
20127,1.62544484,0,0,93.8,5620,3207,6,Republican,721,2085,KS
20129,1.171627368,0.15,0.069965211,93.8,2587,1114,6,Republican,147,1004,KS
20131,1.540905092,0.15,0.173492327,93.8,10231,5688,6,Republican,920,4612,KS
20133,0.888798651,0.17,0,93.8,16007,4741,6,Republican,1727,4795,KS
20135,1.455636364,0.15,0.385454545,93.8,2750,1479,6,Republican,147,1315,KS
20137,1.437604924,0.15,0.162096624,93.8,5361,2901,6,Republican,361,1977,KS
20139,1.476268105,0.15,0.107091354,93.8,15949,8361,4,Republican,2099,5591,KS
20141,1.207541654,0.15,0.16018708,93.8,3421,1458,6,Republican,275,1590,KS
20143,1.275946704,0.15,6.64954418,93.8,5704,2678,5,Republican,504,2581,KS
20145,1.544589959,0.16,0.127377611,93.8,6414,3588,6,Republican,635,2028,KS
20147,1.186664119,0.15,0.150171953,93.8,5234,2326,6,Republican,318,2388,KS
20149,1.226674322,0.16,0.106057499,93.8,24383,10517,4,Republican,3257,9247,KS
20151,1.41652117,0.16,1.029790485,93.8,9164,4688,6,Republican,924,3087,KS
20153,1.193675889,0.15,2.952173913,93.8,2530,1113,6,Republican,214,1253,KS
20155,1.344478854,0.15,0.470837769,93.8,61998,31630,5,Republican,8602,17948,KS
20157,1.384598792,0,0,93.8,4636,2394,6,Republican,420,2172,KS
20159,1.223340673,0.15,0.05620216,93.8,9537,4299,6,Republican,953,3187,KS
20161,1.191372993,0.16,0.035523763,93.8,74232,30314,4,Democrate,11940,11174,KS
20163,1.301829268,0.15,0.190853659,93.8,4920,2429,6,Republican,332,2294,KS
20165,1.428853755,0.16,0.312911726,93.8,3036,1580,6,Republican,291,1425,KS
20167,1.211056009,0,0,93.8,6856,3040,6,Republican,591,2765,KS
20169,1.424811891,0,0,93.8,54224,27978,5,Republican,8022,15313,KS
20171,1.29214182,0,0,93.8,4823,2398,6,Republican,290,1991,KS
20173,1.571149248,0.16,0.311063828,93.8,516042,295901,3,Republican,90820,117653,KS
20175,1.297554601,0.15,0.824995333,93.8,21428,10483,5,Republican,1736,3285,KS
20177,1.812336396,0.16,0.314747703,93.8,176875,112877,4,Democrate,43015,40443,KS
20179,1.009520032,0,0,93.8,2521,931,6,Republican,144,1237,KS
20181,1.228663174,0.15,0.609768464,93.8,5917,2682,6,Republican,386,2222,KS
20183,1.229137594,0.15,0.076193134,93.8,3583,1637,6,Republican,328,1734,KS
20185,1.30798845,0,0,93.8,4156,1978,6,Republican,355,1631,KS
20187,1.365403789,0,0,93.8,2006,1046,6,Republican,147,607,KS
20189,1.075478578,0,0,93.8,5485,2234,6,Republican,233,1731,KS
20191,1.210457173,0.16,0.20419513,93.8,22836,10256,3,Republican,2551,7998,KS
20193,1.160858943,0,0,93.8,7777,3305,6,Republican,622,3106,KS
20195,1.085622547,0,0,93.8,2803,1114,6,Republican,238,1341,KS
20197,1.419852835,0,0,93.8,6931,3403,4,Republican,956,2813,KS
20199,1.044795784,0.15,0.22002635,93.8,1518,590,6,Republican,44,762,KS
20201,1.578616352,0.15,0.259156493,93.8,5406,2992,6,Republican,467,2332,KS
20203,1.397829165,0,0,93.8,2119,1104,6,Republican,147,803,KS
20205,1.236246334,0,0,93.8,8525,3879,6,Republican,711,3111,KS
20207,1.235181644,0,0,93.8,3138,1367,6,Republican,283,1189,KS
20209,1.633631346,0.16,0.298986272,93.8,165429,100286,2,Democrate,35566,18512,KS
21001,1.071294657,0.21,2.580981148,94.1,19202,7723,6,Republican,1392,7276,KY
21003,1.078114004,0.21,0.447947455,94.1,21315,8623,4,Republican,1642,7587,KY
21005,1.569613575,0.18,1.196861125,94.1,22747,13246,5,Republican,3348,9661,KY
21007,1.134381339,0.18,0.483138945,94.1,7888,3120,5,Republican,825,3356,KY
21009,1.279825533,0.21,0.246807837,94.1,44249,20972,5,Republican,5127,14654,KY
21011,1.49464,0.21,2.95608,94.1,12500,6896,5,Republican,1573,3986,KY
21013,1.231676398,0.22,0.666986785,94.1,26032,12216,5,Republican,1789,8140,KY
21015,1.766194294,0.15,0.657615978,94.1,133581,85701,2,Republican,20901,44814,KY
21017,1.631847584,0.19,2.588740651,94.1,19788,11824,3,Republican,3296,6190,KY
21019,1.371869515,0.2,0.880303095,94.1,46718,23728,3,Republican,7083,14295,KY
21021,1.627677977,0.19,0.867332003,94.1,30060,17619,5,Republican,5298,8872,KY
21023,1.312658075,0.21,0.674695893,94.1,8303,4016,2,Republican,800,3398,KY
21025,1.4202692,0.22,1.394220111,94.1,12630,6800,6,Republican,1301,4265,KY
21027,1.411193046,0.2,0.670801387,94.1,20477,10393,6,Republican,2350,7701,KY
21029,1.26508399,0.18,1.278086586,94.1,81676,38018,2,Republican,10552,30708,KY
21031,1.235422005,0.21,2.260889821,94.1,12879,6009,4,Republican,1079,4960,KY
21033,1.461912607,0.2,1.313328626,94.1,12747,6777,6,Republican,1433,4906,KY
21035,1.294838594,0.18,0.724725007,94.1,39001,18463,5,Republican,5797,11352,KY
21037,1.83661737,0.17,0.592921867,94.1,93584,61824,2,Republican,19374,28482,KY
21039,1.13487395,0.18,0.860714286,94.1,4760,1988,6,Republican,463,2159,KY
21041,1.285768037,0.17,0.91816386,94.1,10631,5089,6,Republican,1116,2954,KY
21043,1.364593051,0.2,0.602716722,94.1,26797,13491,6,Republican,2642,8775,KY
21045,0.991026672,0.21,0.377622378,94.1,16159,6006,6,Republican,918,6179,KY
21047,0.99804147,0.2,0.351243951,94.1,70461,26682,3,Republican,8296,15080,KY
21049,1.537876072,0.19,1.100763864,94.1,36263,20344,3,Republican,6004,11811,KY
21051,1.188030752,0.22,2.839153811,94.1,19901,9132,6,Republican,831,6677,KY
21053,1.113818751,0.21,1.378254061,94.1,10218,4325,6,Republican,603,4280,KY
21055,1.116625028,0.2,1.363729275,94.1,8806,3684,6,Republican,731,3451,KY
21057,1.199425461,0.21,0.834139704,94.1,6614,3039,6,Republican,508,2769,KY
21059,1.533104787,0.17,0.530247953,94.1,101511,56244,4,Republican,17286,31025,KY
21061,0.947901235,0.21,0.176213992,94.1,12150,4275,4,Republican,1227,4828,KY
21063,0.988692297,0.2,1.076227218,94.1,7517,2744,6,Republican,712,2246,KY
21065,1.439529278,0.18,1.215936481,94.1,14106,7550,6,Republican,1355,5100,KY
21067,1.936091994,0.15,0.411280141,94.1,323152,222630,3,Democrate,90600,58860,KY
21069,1.438927371,0.21,1.461559564,94.1,14581,7694,6,Republican,1474,5534,KY
21071,1.534490994,0.21,0.81061564,94.1,35589,20721,6,Republican,3884,12250,KY
21073,1.764213293,0,0,94.1,50991,32152,5,Republican,12652,12900,KY
21075,1.567766795,0.18,0.495057799,94.1,5969,3622,5,Republican,794,1606,KY
21077,1.114894577,0.17,0.233171722,94.1,8869,3722,2,Republican,822,2955,KY
21079,1.336522133,0.19,0.423921657,94.1,17666,8702,6,Republican,1830,6754,KY
21081,1.362399777,0.17,0.584466871,94.1,25069,12602,2,Republican,2205,8725,KY
21083,1.271614877,0.18,0.617211399,94.1,37266,17435,5,Republican,3560,13206,KY
21085,1.429182276,0,0,94.1,26427,13977,6,Republican,2400,9453,KY
21087,1.179599671,0,0,94.1,10941,4860,6,Republican,920,4838,KY
21089,1.471451365,0.2,0.156248219,94.1,35098,18933,3,Republican,4873,13064,KY
21091,1.666016969,0,0,94.1,8722,5286,4,Republican,1351,3145,KY
21093,1.813397862,0.19,0.440797419,94.1,110958,74450,4,Republican,18101,29832,KY
21095,1.280007689,0.22,0.317762399,94.1,26010,12337,6,Republican,1494,9367,KY
21097,1.396537117,0,0,94.1,18886,9682,6,Republican,2400,6334,KY
21099,0.998161282,0.21,0.245022327,94.1,19035,6948,6,Republican,1908,6345,KY
21101,1.474961292,0,0,94.1,45210,24057,3,Republican,7639,12730,KY
21103,1.479164083,0.17,1.07515813,94.1,16126,8847,2,Republican,2142,5843,KY
21105,1.051826484,0.18,0.347031963,94.1,4380,1680,6,Republican,458,1714,KY
21107,1.43492369,0.2,0.490265408,94.1,44686,23737,5,Republican,5439,15757,KY
21109,1.001950634,0.22,0.498612049,94.1,13329,5009,6,Republican,605,5453,KY
21111,1.857678508,0.16,0.31299486,94.1,766757,506869,1,Democrate,228358,150646,KY
21113,1.518543842,0.19,0.211567957,94.1,54115,29921,3,Republican,8567,17096,KY
21115,1.353975122,0.21,0.510996935,94.1,22188,11358,6,Republican,1608,8450,KY
